"fue","MUE"
"fue 1","MUE 3"
"fue 2","MUE 18"
"fue 5","MUE 35"
"fue 14","MUE 22"
"fue 16","MUE 7"
"fue 18","MUE 30"
"fue 20","MUE 20"
"fue 22","MUE 27"
"fue 23","MUE 24"
"fue 24","MUE 36"
"fue 28","MUE 10"
"fue 32","MUE 12"
"fue 34","MUE 25"
"fue 37","MUE 11"
"fue 41","MUE 23"
"fue 42","MUE 5"
"fue 43","MUE 29"
"fue 45","MUE 15"
"fue 46","MUE 34"
"fue 47","MUE 13"
"fue 48","MUE 21"
"fue 49","MUE 33"
"fue 50","MUE 8"
"fue 51","MUE 17"
"fue 53","MUE 14"
"fue 56","MUE 28"
"fue 58","MUE 31"
"fue 60","MUE 4"
"fue 64","MUE 26"
"fue 65","MUE 19"
"fue 67","MUE 16"
"fue 69","MUE 2"
"fue 72","MUE 1"
"fue 76","MUE 9"
"fue 77","MUE 32"
"fue 78","MUE 6"
