"fue","MUE"
"fue 2","MUE 13"
"fue 3","MUE 27"
"fue 5","MUE 16"
"fue 6","MUE 28"
"fue 7","MUE 33"
"fue 8","MUE 21"
"fue 14","MUE 10"
"fue 16","MUE 9"
"fue 19","MUE 18"
"fue 20","MUE 35"
"fue 21","MUE 24"
"fue 24","MUE 32"
"fue 26","MUE 19"
"fue 27","MUE 14"
"fue 28","MUE 1"
"fue 31","MUE 20"
"fue 33","MUE 23"
"fue 40","MUE 8"
"fue 41","MUE 15"
"fue 44","MUE 11"
"fue 47","MUE 22"
"fue 49","MUE 5"
"fue 50","MUE 3"
"fue 54","MUE 26"
"fue 57","MUE 12"
"fue 59","MUE 30"
"fue 60","MUE 25"
"fue 62","MUE 2"
"fue 63","MUE 4"
"fue 64","MUE 34"
"fue 69","MUE 7"
"fue 71","MUE 36"
"fue 72","MUE 17"
"fue 73","MUE 29"
"fue 74","MUE 31"
"fue 78","MUE 6"
