"fue","MUE"
"fue 2","MUE 1"
"fue 5","MUE 34"
"fue 6","MUE 33"
"fue 7","MUE 21"
"fue 10","MUE 26"
"fue 12","MUE 27"
"fue 14","MUE 7"
"fue 18","MUE 12"
"fue 20","MUE 11"
"fue 21","MUE 22"
"fue 24","MUE 10"
"fue 25","MUE 16"
"fue 26","MUE 28"
"fue 27","MUE 24"
"fue 28","MUE 8"
"fue 30","MUE 23"
"fue 31","MUE 29"
"fue 32","MUE 14"
"fue 33","MUE 36"
"fue 34","MUE 31"
"fue 35","MUE 6"
"fue 37","MUE 35"
"fue 38","MUE 19"
"fue 45","MUE 20"
"fue 49","MUE 13"
"fue 52","MUE 4"
"fue 53","MUE 17"
"fue 55","MUE 5"
"fue 58","MUE 30"
"fue 59","MUE 32"
"fue 60","MUE 3"
"fue 61","MUE 25"
"fue 63","MUE 18"
"fue 64","MUE 2"
"fue 65","MUE 15"
"fue 66","MUE 9"
