"fue","MUE"
"fue 1","MUE 34"
"fue 3","MUE 14"
"fue 5","MUE 19"
"fue 6","MUE 16"
"fue 7","MUE 2"
"fue 8","MUE 26"
"fue 11","MUE 1"
"fue 12","MUE 21"
"fue 13","MUE 35"
"fue 15","MUE 20"
"fue 16","MUE 33"
"fue 19","MUE 10"
"fue 22","MUE 7"
"fue 23","MUE 11"
"fue 25","MUE 36"
"fue 26","MUE 30"
"fue 27","MUE 25"
"fue 31","MUE 17"
"fue 39","MUE 32"
"fue 40","MUE 8"
"fue 41","MUE 3"
"fue 43","MUE 23"
"fue 45","MUE 27"
"fue 46","MUE 15"
"fue 47","MUE 18"
"fue 49","MUE 24"
"fue 51","MUE 28"
"fue 52","MUE 29"
"fue 53","MUE 6"
"fue 54","MUE 5"
"fue 58","MUE 22"
"fue 59","MUE 31"
"fue 63","MUE 4"
"fue 64","MUE 13"
"fue 65","MUE 9"
"fue 66","MUE 12"
