"fue","MUE"
"fue 1","MUE 12"
"fue 6","MUE 10"
"fue 7","MUE 14"
"fue 8","MUE 2"
"fue 11","MUE 31"
"fue 18","MUE 29"
"fue 23","MUE 27"
"fue 25","MUE 21"
"fue 28","MUE 23"
"fue 29","MUE 4"
"fue 33","MUE 1"
"fue 34","MUE 3"
"fue 35","MUE 15"
"fue 38","MUE 6"
"fue 40","MUE 7"
"fue 41","MUE 18"
"fue 44","MUE 34"
"fue 45","MUE 35"
"fue 46","MUE 9"
"fue 56","MUE 24"
"fue 58","MUE 26"
"fue 60","MUE 36"
"fue 62","MUE 22"
"fue 63","MUE 17"
"fue 64","MUE 13"
"fue 66","MUE 25"
"fue 67","MUE 5"
"fue 70","MUE 8"
"fue 75","MUE 30"
"fue 76","MUE 16"
"fue 77","MUE 19"
"fue 78","MUE 11"
"fue 80","MUE 32"
"fue 84","MUE 33"
"fue 85","MUE 20"
"fue 86","MUE 28"
