"fue","MUE"
"fue 3","MUE 36"
"fue 5","MUE 27"
"fue 10","MUE 26"
"fue 12","MUE 30"
"fue 13","MUE 5"
"fue 14","MUE 16"
"fue 15","MUE 4"
"fue 16","MUE 12"
"fue 19","MUE 20"
"fue 21","MUE 21"
"fue 22","MUE 22"
"fue 24","MUE 31"
"fue 26","MUE 13"
"fue 28","MUE 10"
"fue 31","MUE 9"
"fue 32","MUE 29"
"fue 33","MUE 28"
"fue 34","MUE 25"
"fue 36","MUE 18"
"fue 37","MUE 1"
"fue 38","MUE 17"
"fue 39","MUE 7"
"fue 40","MUE 23"
"fue 41","MUE 32"
"fue 42","MUE 6"
"fue 43","MUE 14"
"fue 45","MUE 11"
"fue 46","MUE 2"
"fue 47","MUE 34"
"fue 48","MUE 8"
"fue 49","MUE 35"
"fue 50","MUE 15"
"fue 51","MUE 33"
"fue 52","MUE 3"
"fue 53","MUE 24"
"fue 54","MUE 19"
