"fue","MUE"
"fue 1","MUE 15"
"fue 2","MUE 34"
"fue 3","MUE 13"
"fue 4","MUE 17"
"fue 5","MUE 4"
"fue 9","MUE 29"
"fue 10","MUE 2"
"fue 12","MUE 33"
"fue 13","MUE 32"
"fue 14","MUE 7"
"fue 15","MUE 25"
"fue 17","MUE 12"
"fue 19","MUE 21"
"fue 20","MUE 23"
"fue 21","MUE 9"
"fue 22","MUE 8"
"fue 24","MUE 16"
"fue 25","MUE 6"
"fue 26","MUE 3"
"fue 27","MUE 36"
"fue 31","MUE 5"
"fue 32","MUE 30"
"fue 33","MUE 35"
"fue 34","MUE 31"
"fue 36","MUE 26"
"fue 37","MUE 14"
"fue 40","MUE 1"
"fue 41","MUE 28"
"fue 42","MUE 18"
"fue 43","MUE 11"
"fue 44","MUE 19"
"fue 48","MUE 24"
"fue 51","MUE 27"
"fue 52","MUE 20"
"fue 53","MUE 10"
"fue 54","MUE 22"
