"fue","MUE"
"fue 2","MUE 7"
"fue 8","MUE 17"
"fue 9","MUE 33"
"fue 12","MUE 13"
"fue 13","MUE 12"
"fue 15","MUE 18"
"fue 19","MUE 5"
"fue 22","MUE 23"
"fue 26","MUE 15"
"fue 28","MUE 30"
"fue 30","MUE 9"
"fue 31","MUE 4"
"fue 35","MUE 28"
"fue 36","MUE 3"
"fue 37","MUE 22"
"fue 38","MUE 16"
"fue 39","MUE 31"
"fue 43","MUE 11"
"fue 44","MUE 21"
"fue 45","MUE 6"
"fue 46","MUE 20"
"fue 47","MUE 26"
"fue 48","MUE 10"
"fue 49","MUE 32"
"fue 53","MUE 14"
"fue 54","MUE 35"
"fue 55","MUE 2"
"fue 56","MUE 27"
"fue 57","MUE 1"
"fue 58","MUE 24"
"fue 60","MUE 25"
"fue 61","MUE 8"
"fue 62","MUE 19"
"fue 64","MUE 29"
"fue 65","MUE 34"
"fue 66","MUE 36"
