"fue","MUE"
"fue 2","MUE 19"
"fue 4","MUE 33"
"fue 5","MUE 28"
"fue 6","MUE 31"
"fue 7","MUE 15"
"fue 8","MUE 10"
"fue 13","MUE 12"
"fue 14","MUE 17"
"fue 15","MUE 8"
"fue 16","MUE 27"
"fue 18","MUE 35"
"fue 19","MUE 36"
"fue 22","MUE 6"
"fue 23","MUE 32"
"fue 30","MUE 11"
"fue 32","MUE 13"
"fue 34","MUE 2"
"fue 38","MUE 24"
"fue 41","MUE 14"
"fue 42","MUE 18"
"fue 46","MUE 16"
"fue 48","MUE 5"
"fue 49","MUE 9"
"fue 51","MUE 20"
"fue 54","MUE 4"
"fue 56","MUE 23"
"fue 58","MUE 29"
"fue 61","MUE 1"
"fue 64","MUE 26"
"fue 65","MUE 30"
"fue 67","MUE 7"
"fue 68","MUE 25"
"fue 69","MUE 21"
"fue 70","MUE 3"
"fue 71","MUE 22"
"fue 74","MUE 34"
