"fue","MUE"
"fue 2","MUE 14"
"fue 4","MUE 9"
"fue 6","MUE 6"
"fue 8","MUE 4"
"fue 11","MUE 27"
"fue 13","MUE 23"
"fue 14","MUE 35"
"fue 15","MUE 28"
"fue 16","MUE 29"
"fue 17","MUE 1"
"fue 21","MUE 16"
"fue 24","MUE 15"
"fue 25","MUE 17"
"fue 26","MUE 30"
"fue 27","MUE 12"
"fue 28","MUE 10"
"fue 36","MUE 19"
"fue 39","MUE 11"
"fue 40","MUE 22"
"fue 43","MUE 7"
"fue 47","MUE 31"
"fue 49","MUE 18"
"fue 51","MUE 8"
"fue 52","MUE 34"
"fue 55","MUE 3"
"fue 59","MUE 13"
"fue 60","MUE 24"
"fue 61","MUE 20"
"fue 64","MUE 21"
"fue 67","MUE 2"
"fue 70","MUE 5"
"fue 71","MUE 36"
"fue 73","MUE 33"
"fue 77","MUE 25"
"fue 82","MUE 32"
"fue 84","MUE 26"
