"fue","MUE"
"fue 3","MUE 3"
"fue 5","MUE 13"
"fue 9","MUE 15"
"fue 10","MUE 31"
"fue 13","MUE 16"
"fue 14","MUE 36"
"fue 16","MUE 22"
"fue 19","MUE 23"
"fue 20","MUE 26"
"fue 21","MUE 11"
"fue 24","MUE 29"
"fue 25","MUE 33"
"fue 29","MUE 12"
"fue 30","MUE 28"
"fue 31","MUE 8"
"fue 33","MUE 21"
"fue 34","MUE 1"
"fue 39","MUE 20"
"fue 42","MUE 25"
"fue 43","MUE 34"
"fue 44","MUE 32"
"fue 48","MUE 18"
"fue 52","MUE 17"
"fue 54","MUE 30"
"fue 58","MUE 14"
"fue 59","MUE 35"
"fue 60","MUE 6"
"fue 61","MUE 19"
"fue 63","MUE 27"
"fue 67","MUE 7"
"fue 68","MUE 2"
"fue 69","MUE 5"
"fue 70","MUE 24"
"fue 73","MUE 4"
"fue 75","MUE 9"
"fue 78","MUE 10"
