"fue","MUE"
"fue 1","MUE 36"
"fue 3","MUE 25"
"fue 5","MUE 29"
"fue 6","MUE 11"
"fue 14","MUE 21"
"fue 17","MUE 27"
"fue 20","MUE 34"
"fue 21","MUE 13"
"fue 22","MUE 17"
"fue 26","MUE 12"
"fue 27","MUE 24"
"fue 30","MUE 30"
"fue 31","MUE 16"
"fue 33","MUE 33"
"fue 36","MUE 22"
"fue 39","MUE 3"
"fue 40","MUE 26"
"fue 41","MUE 20"
"fue 48","MUE 31"
"fue 50","MUE 10"
"fue 51","MUE 8"
"fue 52","MUE 23"
"fue 56","MUE 9"
"fue 58","MUE 6"
"fue 60","MUE 14"
"fue 65","MUE 5"
"fue 69","MUE 19"
"fue 71","MUE 1"
"fue 73","MUE 32"
"fue 79","MUE 15"
"fue 81","MUE 35"
"fue 82","MUE 4"
"fue 83","MUE 7"
"fue 85","MUE 2"
"fue 87","MUE 28"
"fue 89","MUE 18"
