"fue","MUE"
"fue 5","MUE 4"
"fue 6","MUE 10"
"fue 7","MUE 26"
"fue 11","MUE 8"
"fue 12","MUE 19"
"fue 13","MUE 14"
"fue 14","MUE 28"
"fue 18","MUE 22"
"fue 21","MUE 33"
"fue 23","MUE 16"
"fue 27","MUE 12"
"fue 28","MUE 11"
"fue 29","MUE 30"
"fue 32","MUE 2"
"fue 34","MUE 29"
"fue 36","MUE 15"
"fue 38","MUE 20"
"fue 40","MUE 36"
"fue 42","MUE 25"
"fue 46","MUE 17"
"fue 47","MUE 6"
"fue 50","MUE 5"
"fue 51","MUE 1"
"fue 52","MUE 13"
"fue 53","MUE 21"
"fue 54","MUE 23"
"fue 55","MUE 32"
"fue 56","MUE 18"
"fue 58","MUE 34"
"fue 60","MUE 35"
"fue 61","MUE 7"
"fue 64","MUE 3"
"fue 65","MUE 31"
"fue 67","MUE 9"
"fue 68","MUE 27"
"fue 70","MUE 24"
