"fue","MUE"
"fue 1","MUE 7"
"fue 2","MUE 18"
"fue 3","MUE 4"
"fue 4","MUE 5"
"fue 5","MUE 3"
"fue 6","MUE 1"
"fue 9","MUE 23"
"fue 14","MUE 25"
"fue 15","MUE 13"
"fue 16","MUE 29"
"fue 17","MUE 33"
"fue 20","MUE 10"
"fue 22","MUE 31"
"fue 24","MUE 28"
"fue 25","MUE 27"
"fue 31","MUE 16"
"fue 32","MUE 30"
"fue 34","MUE 35"
"fue 35","MUE 22"
"fue 36","MUE 14"
"fue 38","MUE 24"
"fue 41","MUE 8"
"fue 42","MUE 32"
"fue 43","MUE 26"
"fue 47","MUE 36"
"fue 54","MUE 21"
"fue 58","MUE 17"
"fue 61","MUE 15"
"fue 66","MUE 11"
"fue 67","MUE 6"
"fue 68","MUE 34"
"fue 71","MUE 19"
"fue 73","MUE 9"
"fue 74","MUE 20"
"fue 76","MUE 12"
"fue 85","MUE 2"
