"fue","MUE"
"fue 2","MUE 15"
"fue 6","MUE 18"
"fue 9","MUE 16"
"fue 15","MUE 13"
"fue 18","MUE 34"
"fue 20","MUE 19"
"fue 22","MUE 6"
"fue 23","MUE 20"
"fue 24","MUE 31"
"fue 25","MUE 4"
"fue 29","MUE 14"
"fue 30","MUE 36"
"fue 31","MUE 27"
"fue 33","MUE 22"
"fue 38","MUE 26"
"fue 39","MUE 11"
"fue 41","MUE 32"
"fue 43","MUE 21"
"fue 44","MUE 35"
"fue 46","MUE 12"
"fue 49","MUE 10"
"fue 52","MUE 3"
"fue 53","MUE 9"
"fue 54","MUE 28"
"fue 57","MUE 7"
"fue 61","MUE 23"
"fue 62","MUE 25"
"fue 64","MUE 17"
"fue 70","MUE 8"
"fue 71","MUE 29"
"fue 73","MUE 30"
"fue 76","MUE 5"
"fue 77","MUE 33"
"fue 80","MUE 2"
"fue 81","MUE 1"
"fue 83","MUE 24"
