"fue","MUE"
"fue 1","MUE 3"
"fue 2","MUE 20"
"fue 4","MUE 22"
"fue 5","MUE 14"
"fue 6","MUE 28"
"fue 7","MUE 12"
"fue 10","MUE 36"
"fue 11","MUE 9"
"fue 15","MUE 5"
"fue 17","MUE 2"
"fue 18","MUE 25"
"fue 21","MUE 13"
"fue 22","MUE 34"
"fue 24","MUE 32"
"fue 34","MUE 24"
"fue 35","MUE 16"
"fue 36","MUE 31"
"fue 37","MUE 10"
"fue 43","MUE 4"
"fue 45","MUE 17"
"fue 46","MUE 7"
"fue 47","MUE 11"
"fue 51","MUE 23"
"fue 52","MUE 30"
"fue 55","MUE 26"
"fue 66","MUE 8"
"fue 73","MUE 19"
"fue 74","MUE 15"
"fue 75","MUE 29"
"fue 76","MUE 21"
"fue 77","MUE 18"
"fue 78","MUE 6"
"fue 79","MUE 35"
"fue 82","MUE 1"
"fue 83","MUE 27"
"fue 84","MUE 33"
