"fue","MUE"
"fue 2","MUE 35"
"fue 3","MUE 29"
"fue 6","MUE 1"
"fue 7","MUE 6"
"fue 10","MUE 33"
"fue 11","MUE 4"
"fue 12","MUE 31"
"fue 16","MUE 30"
"fue 17","MUE 12"
"fue 18","MUE 20"
"fue 20","MUE 25"
"fue 22","MUE 24"
"fue 26","MUE 11"
"fue 27","MUE 14"
"fue 29","MUE 23"
"fue 30","MUE 32"
"fue 31","MUE 19"
"fue 32","MUE 36"
"fue 35","MUE 26"
"fue 36","MUE 18"
"fue 37","MUE 22"
"fue 39","MUE 34"
"fue 40","MUE 9"
"fue 43","MUE 10"
"fue 44","MUE 3"
"fue 45","MUE 21"
"fue 47","MUE 2"
"fue 52","MUE 8"
"fue 62","MUE 7"
"fue 65","MUE 28"
"fue 66","MUE 5"
"fue 70","MUE 13"
"fue 72","MUE 15"
"fue 74","MUE 27"
"fue 76","MUE 17"
"fue 77","MUE 16"
