"fue","MUE"
"fue 3","MUE 30"
"fue 6","MUE 34"
"fue 9","MUE 33"
"fue 10","MUE 1"
"fue 11","MUE 5"
"fue 12","MUE 16"
"fue 13","MUE 19"
"fue 14","MUE 35"
"fue 17","MUE 11"
"fue 18","MUE 24"
"fue 19","MUE 13"
"fue 20","MUE 36"
"fue 21","MUE 9"
"fue 22","MUE 25"
"fue 24","MUE 4"
"fue 26","MUE 29"
"fue 27","MUE 28"
"fue 28","MUE 6"
"fue 30","MUE 20"
"fue 31","MUE 10"
"fue 32","MUE 14"
"fue 33","MUE 12"
"fue 34","MUE 21"
"fue 35","MUE 15"
"fue 36","MUE 26"
"fue 37","MUE 3"
"fue 38","MUE 23"
"fue 39","MUE 7"
"fue 40","MUE 2"
"fue 41","MUE 8"
"fue 42","MUE 32"
"fue 43","MUE 17"
"fue 44","MUE 27"
"fue 45","MUE 18"
"fue 47","MUE 22"
"fue 48","MUE 31"
