"fue","MUE"
"fue 1","MUE 24"
"fue 2","MUE 2"
"fue 5","MUE 5"
"fue 7","MUE 29"
"fue 8","MUE 21"
"fue 10","MUE 7"
"fue 11","MUE 4"
"fue 12","MUE 35"
"fue 13","MUE 3"
"fue 15","MUE 33"
"fue 18","MUE 10"
"fue 19","MUE 14"
"fue 22","MUE 34"
"fue 23","MUE 27"
"fue 24","MUE 11"
"fue 25","MUE 20"
"fue 26","MUE 22"
"fue 27","MUE 1"
"fue 31","MUE 18"
"fue 32","MUE 9"
"fue 34","MUE 6"
"fue 35","MUE 16"
"fue 36","MUE 8"
"fue 40","MUE 28"
"fue 46","MUE 13"
"fue 47","MUE 23"
"fue 49","MUE 30"
"fue 54","MUE 36"
"fue 55","MUE 26"
"fue 60","MUE 32"
"fue 74","MUE 15"
"fue 75","MUE 25"
"fue 77","MUE 31"
"fue 78","MUE 19"
"fue 83","MUE 12"
"fue 85","MUE 17"
