"fue","MUE"
"fue 3","MUE 17"
"fue 7","MUE 32"
"fue 10","MUE 35"
"fue 12","MUE 5"
"fue 14","MUE 11"
"fue 15","MUE 27"
"fue 18","MUE 19"
"fue 19","MUE 31"
"fue 20","MUE 25"
"fue 23","MUE 21"
"fue 26","MUE 1"
"fue 29","MUE 12"
"fue 31","MUE 13"
"fue 32","MUE 34"
"fue 33","MUE 3"
"fue 34","MUE 2"
"fue 36","MUE 30"
"fue 37","MUE 26"
"fue 40","MUE 18"
"fue 41","MUE 29"
"fue 42","MUE 16"
"fue 43","MUE 8"
"fue 47","MUE 15"
"fue 48","MUE 14"
"fue 49","MUE 24"
"fue 50","MUE 7"
"fue 51","MUE 36"
"fue 53","MUE 33"
"fue 55","MUE 10"
"fue 58","MUE 28"
"fue 63","MUE 6"
"fue 65","MUE 23"
"fue 73","MUE 20"
"fue 75","MUE 9"
"fue 76","MUE 22"
"fue 81","MUE 4"
