"fue","MUE"
"fue 1","MUE 2"
"fue 3","MUE 33"
"fue 4","MUE 17"
"fue 9","MUE 20"
"fue 12","MUE 18"
"fue 13","MUE 5"
"fue 14","MUE 10"
"fue 17","MUE 12"
"fue 18","MUE 3"
"fue 19","MUE 32"
"fue 20","MUE 13"
"fue 21","MUE 21"
"fue 22","MUE 31"
"fue 23","MUE 26"
"fue 26","MUE 29"
"fue 29","MUE 1"
"fue 35","MUE 23"
"fue 38","MUE 15"
"fue 41","MUE 16"
"fue 44","MUE 9"
"fue 51","MUE 8"
"fue 54","MUE 22"
"fue 59","MUE 14"
"fue 60","MUE 4"
"fue 61","MUE 28"
"fue 62","MUE 19"
"fue 63","MUE 30"
"fue 64","MUE 27"
"fue 65","MUE 35"
"fue 66","MUE 6"
"fue 72","MUE 7"
"fue 74","MUE 24"
"fue 78","MUE 36"
"fue 79","MUE 11"
"fue 80","MUE 25"
"fue 83","MUE 34"
