"fue","MUE"
"fue 2","MUE 32"
"fue 3","MUE 6"
"fue 4","MUE 26"
"fue 8","MUE 17"
"fue 10","MUE 34"
"fue 11","MUE 35"
"fue 12","MUE 2"
"fue 14","MUE 28"
"fue 15","MUE 27"
"fue 17","MUE 7"
"fue 18","MUE 31"
"fue 20","MUE 12"
"fue 21","MUE 16"
"fue 22","MUE 18"
"fue 26","MUE 29"
"fue 28","MUE 5"
"fue 34","MUE 25"
"fue 39","MUE 10"
"fue 45","MUE 30"
"fue 46","MUE 22"
"fue 47","MUE 14"
"fue 50","MUE 20"
"fue 51","MUE 4"
"fue 55","MUE 13"
"fue 56","MUE 36"
"fue 57","MUE 19"
"fue 58","MUE 23"
"fue 60","MUE 11"
"fue 65","MUE 1"
"fue 70","MUE 15"
"fue 71","MUE 33"
"fue 73","MUE 9"
"fue 75","MUE 8"
"fue 76","MUE 24"
"fue 79","MUE 21"
"fue 83","MUE 3"
