"fue","MUE"
"fue 1","MUE 9"
"fue 2","MUE 13"
"fue 3","MUE 30"
"fue 5","MUE 33"
"fue 6","MUE 2"
"fue 7","MUE 31"
"fue 8","MUE 20"
"fue 10","MUE 34"
"fue 12","MUE 8"
"fue 13","MUE 5"
"fue 14","MUE 21"
"fue 15","MUE 28"
"fue 16","MUE 18"
"fue 17","MUE 25"
"fue 21","MUE 24"
"fue 24","MUE 29"
"fue 25","MUE 36"
"fue 27","MUE 16"
"fue 29","MUE 15"
"fue 30","MUE 14"
"fue 31","MUE 7"
"fue 33","MUE 3"
"fue 34","MUE 4"
"fue 35","MUE 22"
"fue 36","MUE 23"
"fue 37","MUE 17"
"fue 38","MUE 26"
"fue 39","MUE 6"
"fue 42","MUE 11"
"fue 44","MUE 10"
"fue 45","MUE 12"
"fue 47","MUE 35"
"fue 50","MUE 27"
"fue 51","MUE 1"
"fue 53","MUE 19"
"fue 54","MUE 32"
