"fue","MUE"
"fue 1","MUE 1"
"fue 5","MUE 8"
"fue 7","MUE 25"
"fue 9","MUE 14"
"fue 12","MUE 16"
"fue 14","MUE 22"
"fue 15","MUE 6"
"fue 17","MUE 20"
"fue 21","MUE 4"
"fue 23","MUE 5"
"fue 24","MUE 11"
"fue 25","MUE 9"
"fue 26","MUE 33"
"fue 28","MUE 23"
"fue 32","MUE 29"
"fue 34","MUE 19"
"fue 35","MUE 26"
"fue 37","MUE 30"
"fue 41","MUE 36"
"fue 42","MUE 34"
"fue 43","MUE 13"
"fue 44","MUE 28"
"fue 47","MUE 15"
"fue 49","MUE 10"
"fue 50","MUE 3"
"fue 53","MUE 27"
"fue 54","MUE 31"
"fue 60","MUE 32"
"fue 61","MUE 17"
"fue 63","MUE 35"
"fue 64","MUE 24"
"fue 65","MUE 18"
"fue 66","MUE 21"
"fue 73","MUE 12"
"fue 74","MUE 2"
"fue 78","MUE 7"
