"fue","MUE"
"fue 3","MUE 13"
"fue 4","MUE 30"
"fue 5","MUE 11"
"fue 6","MUE 21"
"fue 7","MUE 17"
"fue 8","MUE 7"
"fue 9","MUE 1"
"fue 11","MUE 29"
"fue 12","MUE 33"
"fue 13","MUE 6"
"fue 14","MUE 5"
"fue 16","MUE 15"
"fue 17","MUE 27"
"fue 19","MUE 3"
"fue 21","MUE 31"
"fue 22","MUE 23"
"fue 25","MUE 34"
"fue 26","MUE 2"
"fue 29","MUE 35"
"fue 31","MUE 12"
"fue 33","MUE 25"
"fue 37","MUE 22"
"fue 39","MUE 36"
"fue 40","MUE 14"
"fue 41","MUE 16"
"fue 43","MUE 28"
"fue 45","MUE 18"
"fue 46","MUE 9"
"fue 48","MUE 32"
"fue 53","MUE 19"
"fue 64","MUE 4"
"fue 65","MUE 10"
"fue 66","MUE 8"
"fue 68","MUE 26"
"fue 71","MUE 24"
"fue 72","MUE 20"
