"fue","MUE"
"fue 1","MUE 3"
"fue 2","MUE 19"
"fue 3","MUE 35"
"fue 4","MUE 13"
"fue 5","MUE 1"
"fue 6","MUE 30"
"fue 7","MUE 2"
"fue 9","MUE 32"
"fue 11","MUE 22"
"fue 14","MUE 20"
"fue 15","MUE 36"
"fue 19","MUE 8"
"fue 20","MUE 16"
"fue 22","MUE 34"
"fue 24","MUE 5"
"fue 25","MUE 27"
"fue 26","MUE 17"
"fue 27","MUE 9"
"fue 29","MUE 31"
"fue 30","MUE 11"
"fue 31","MUE 23"
"fue 32","MUE 15"
"fue 34","MUE 21"
"fue 35","MUE 26"
"fue 36","MUE 33"
"fue 37","MUE 28"
"fue 41","MUE 29"
"fue 42","MUE 12"
"fue 43","MUE 10"
"fue 45","MUE 7"
"fue 46","MUE 18"
"fue 47","MUE 24"
"fue 50","MUE 25"
"fue 52","MUE 14"
"fue 53","MUE 4"
"fue 54","MUE 6"
