"fue","MUE"
"fue 3","MUE 17"
"fue 7","MUE 25"
"fue 8","MUE 13"
"fue 9","MUE 5"
"fue 11","MUE 14"
"fue 12","MUE 15"
"fue 16","MUE 22"
"fue 19","MUE 33"
"fue 24","MUE 12"
"fue 26","MUE 20"
"fue 27","MUE 23"
"fue 28","MUE 34"
"fue 31","MUE 28"
"fue 33","MUE 31"
"fue 36","MUE 30"
"fue 38","MUE 32"
"fue 41","MUE 3"
"fue 43","MUE 27"
"fue 45","MUE 18"
"fue 46","MUE 21"
"fue 48","MUE 9"
"fue 50","MUE 1"
"fue 51","MUE 29"
"fue 52","MUE 36"
"fue 54","MUE 8"
"fue 55","MUE 11"
"fue 56","MUE 6"
"fue 58","MUE 35"
"fue 59","MUE 19"
"fue 60","MUE 4"
"fue 63","MUE 7"
"fue 66","MUE 2"
"fue 69","MUE 24"
"fue 70","MUE 10"
"fue 71","MUE 16"
"fue 72","MUE 26"
