"fue","MUE"
"fue 2","MUE 36"
"fue 3","MUE 29"
"fue 4","MUE 31"
"fue 7","MUE 18"
"fue 8","MUE 32"
"fue 11","MUE 34"
"fue 13","MUE 26"
"fue 16","MUE 13"
"fue 17","MUE 22"
"fue 19","MUE 9"
"fue 20","MUE 12"
"fue 21","MUE 35"
"fue 23","MUE 8"
"fue 25","MUE 25"
"fue 29","MUE 24"
"fue 30","MUE 33"
"fue 31","MUE 14"
"fue 32","MUE 17"
"fue 36","MUE 21"
"fue 37","MUE 30"
"fue 38","MUE 16"
"fue 42","MUE 3"
"fue 46","MUE 1"
"fue 51","MUE 28"
"fue 59","MUE 10"
"fue 61","MUE 5"
"fue 67","MUE 6"
"fue 70","MUE 15"
"fue 74","MUE 2"
"fue 77","MUE 27"
"fue 81","MUE 11"
"fue 83","MUE 19"
"fue 84","MUE 7"
"fue 85","MUE 23"
"fue 86","MUE 20"
"fue 88","MUE 4"
