"fue","MUE"
"fue 3","MUE 11"
"fue 6","MUE 13"
"fue 9","MUE 10"
"fue 10","MUE 6"
"fue 11","MUE 24"
"fue 13","MUE 15"
"fue 15","MUE 16"
"fue 20","MUE 27"
"fue 21","MUE 33"
"fue 22","MUE 26"
"fue 23","MUE 25"
"fue 24","MUE 1"
"fue 26","MUE 12"
"fue 28","MUE 34"
"fue 40","MUE 17"
"fue 42","MUE 32"
"fue 45","MUE 18"
"fue 47","MUE 22"
"fue 50","MUE 2"
"fue 53","MUE 23"
"fue 55","MUE 14"
"fue 56","MUE 19"
"fue 60","MUE 29"
"fue 66","MUE 8"
"fue 68","MUE 31"
"fue 69","MUE 21"
"fue 71","MUE 7"
"fue 72","MUE 9"
"fue 74","MUE 5"
"fue 76","MUE 3"
"fue 77","MUE 30"
"fue 83","MUE 20"
"fue 84","MUE 36"
"fue 86","MUE 4"
"fue 87","MUE 28"
"fue 89","MUE 35"
