"fue","MUE"
"fue 1","MUE 29"
"fue 2","MUE 22"
"fue 3","MUE 24"
"fue 4","MUE 14"
"fue 7","MUE 8"
"fue 11","MUE 16"
"fue 12","MUE 36"
"fue 13","MUE 34"
"fue 16","MUE 13"
"fue 18","MUE 5"
"fue 22","MUE 1"
"fue 24","MUE 19"
"fue 30","MUE 15"
"fue 32","MUE 25"
"fue 33","MUE 10"
"fue 34","MUE 18"
"fue 36","MUE 21"
"fue 40","MUE 28"
"fue 41","MUE 2"
"fue 42","MUE 23"
"fue 45","MUE 11"
"fue 47","MUE 6"
"fue 49","MUE 32"
"fue 55","MUE 9"
"fue 56","MUE 35"
"fue 57","MUE 33"
"fue 58","MUE 27"
"fue 60","MUE 7"
"fue 63","MUE 4"
"fue 65","MUE 31"
"fue 66","MUE 12"
"fue 67","MUE 20"
"fue 70","MUE 26"
"fue 75","MUE 3"
"fue 76","MUE 30"
"fue 78","MUE 17"
