"fue","MUE"
"fue 5","MUE 7"
"fue 6","MUE 21"
"fue 9","MUE 24"
"fue 12","MUE 14"
"fue 13","MUE 35"
"fue 18","MUE 34"
"fue 21","MUE 6"
"fue 23","MUE 8"
"fue 24","MUE 32"
"fue 28","MUE 29"
"fue 30","MUE 13"
"fue 31","MUE 25"
"fue 32","MUE 15"
"fue 34","MUE 12"
"fue 35","MUE 3"
"fue 37","MUE 18"
"fue 42","MUE 27"
"fue 47","MUE 16"
"fue 48","MUE 1"
"fue 49","MUE 23"
"fue 50","MUE 31"
"fue 51","MUE 9"
"fue 52","MUE 33"
"fue 55","MUE 20"
"fue 62","MUE 28"
"fue 63","MUE 36"
"fue 64","MUE 5"
"fue 69","MUE 17"
"fue 70","MUE 4"
"fue 73","MUE 2"
"fue 79","MUE 19"
"fue 81","MUE 26"
"fue 82","MUE 30"
"fue 83","MUE 11"
"fue 88","MUE 10"
"fue 90","MUE 22"
