"fue","MUE"
"fue 1","MUE 8"
"fue 2","MUE 18"
"fue 3","MUE 4"
"fue 6","MUE 2"
"fue 7","MUE 35"
"fue 8","MUE 6"
"fue 9","MUE 1"
"fue 10","MUE 21"
"fue 11","MUE 33"
"fue 13","MUE 11"
"fue 15","MUE 23"
"fue 16","MUE 26"
"fue 20","MUE 27"
"fue 22","MUE 31"
"fue 27","MUE 19"
"fue 29","MUE 22"
"fue 30","MUE 12"
"fue 32","MUE 36"
"fue 35","MUE 3"
"fue 39","MUE 5"
"fue 40","MUE 25"
"fue 42","MUE 16"
"fue 44","MUE 14"
"fue 45","MUE 34"
"fue 46","MUE 15"
"fue 48","MUE 10"
"fue 49","MUE 17"
"fue 54","MUE 9"
"fue 55","MUE 7"
"fue 57","MUE 28"
"fue 58","MUE 29"
"fue 59","MUE 32"
"fue 62","MUE 30"
"fue 63","MUE 24"
"fue 65","MUE 20"
"fue 66","MUE 13"
