"fue","MUE"
"fue 3","MUE 11"
"fue 4","MUE 28"
"fue 7","MUE 4"
"fue 8","MUE 19"
"fue 9","MUE 13"
"fue 12","MUE 10"
"fue 13","MUE 23"
"fue 15","MUE 21"
"fue 17","MUE 14"
"fue 18","MUE 29"
"fue 19","MUE 5"
"fue 20","MUE 36"
"fue 22","MUE 24"
"fue 23","MUE 35"
"fue 24","MUE 27"
"fue 25","MUE 6"
"fue 26","MUE 25"
"fue 27","MUE 30"
"fue 30","MUE 34"
"fue 31","MUE 18"
"fue 32","MUE 12"
"fue 35","MUE 32"
"fue 37","MUE 1"
"fue 41","MUE 16"
"fue 45","MUE 15"
"fue 46","MUE 9"
"fue 47","MUE 22"
"fue 48","MUE 31"
"fue 49","MUE 2"
"fue 51","MUE 20"
"fue 52","MUE 3"
"fue 53","MUE 33"
"fue 54","MUE 7"
"fue 56","MUE 8"
"fue 58","MUE 17"
"fue 59","MUE 26"
