"fue","MUE"
"fue 2","MUE 31"
"fue 3","MUE 5"
"fue 4","MUE 15"
"fue 8","MUE 36"
"fue 9","MUE 11"
"fue 11","MUE 4"
"fue 12","MUE 18"
"fue 13","MUE 2"
"fue 14","MUE 20"
"fue 15","MUE 22"
"fue 16","MUE 3"
"fue 18","MUE 32"
"fue 20","MUE 13"
"fue 21","MUE 16"
"fue 22","MUE 10"
"fue 23","MUE 26"
"fue 28","MUE 34"
"fue 30","MUE 28"
"fue 32","MUE 14"
"fue 33","MUE 17"
"fue 34","MUE 21"
"fue 36","MUE 6"
"fue 37","MUE 35"
"fue 38","MUE 9"
"fue 39","MUE 7"
"fue 40","MUE 23"
"fue 41","MUE 24"
"fue 43","MUE 1"
"fue 45","MUE 8"
"fue 47","MUE 33"
"fue 48","MUE 27"
"fue 51","MUE 25"
"fue 52","MUE 19"
"fue 53","MUE 30"
"fue 58","MUE 12"
"fue 60","MUE 29"
