"fue","MUE"
"fue 1","MUE 5"
"fue 3","MUE 31"
"fue 5","MUE 34"
"fue 6","MUE 26"
"fue 8","MUE 7"
"fue 10","MUE 17"
"fue 11","MUE 11"
"fue 12","MUE 25"
"fue 13","MUE 22"
"fue 14","MUE 27"
"fue 16","MUE 20"
"fue 18","MUE 1"
"fue 20","MUE 18"
"fue 23","MUE 24"
"fue 26","MUE 13"
"fue 27","MUE 8"
"fue 29","MUE 15"
"fue 30","MUE 32"
"fue 31","MUE 33"
"fue 34","MUE 30"
"fue 35","MUE 23"
"fue 36","MUE 3"
"fue 37","MUE 2"
"fue 38","MUE 10"
"fue 40","MUE 4"
"fue 42","MUE 36"
"fue 44","MUE 19"
"fue 45","MUE 6"
"fue 46","MUE 21"
"fue 48","MUE 16"
"fue 49","MUE 29"
"fue 50","MUE 12"
"fue 51","MUE 14"
"fue 52","MUE 28"
"fue 53","MUE 35"
"fue 54","MUE 9"
