"fue","MUE"
"fue 2","MUE 12"
"fue 5","MUE 1"
"fue 6","MUE 20"
"fue 8","MUE 28"
"fue 9","MUE 19"
"fue 13","MUE 33"
"fue 16","MUE 18"
"fue 18","MUE 15"
"fue 20","MUE 34"
"fue 23","MUE 7"
"fue 27","MUE 3"
"fue 32","MUE 17"
"fue 36","MUE 21"
"fue 37","MUE 6"
"fue 38","MUE 29"
"fue 39","MUE 8"
"fue 41","MUE 9"
"fue 43","MUE 32"
"fue 44","MUE 31"
"fue 53","MUE 2"
"fue 55","MUE 23"
"fue 56","MUE 26"
"fue 57","MUE 16"
"fue 60","MUE 30"
"fue 62","MUE 14"
"fue 65","MUE 5"
"fue 66","MUE 10"
"fue 74","MUE 24"
"fue 75","MUE 36"
"fue 80","MUE 27"
"fue 81","MUE 13"
"fue 82","MUE 22"
"fue 83","MUE 25"
"fue 85","MUE 11"
"fue 86","MUE 4"
"fue 90","MUE 35"
