"fue","MUE"
"fue 2","MUE 4"
"fue 3","MUE 27"
"fue 4","MUE 21"
"fue 5","MUE 32"
"fue 7","MUE 17"
"fue 8","MUE 6"
"fue 10","MUE 23"
"fue 11","MUE 16"
"fue 12","MUE 36"
"fue 13","MUE 31"
"fue 15","MUE 5"
"fue 17","MUE 1"
"fue 18","MUE 28"
"fue 19","MUE 25"
"fue 20","MUE 26"
"fue 22","MUE 33"
"fue 24","MUE 14"
"fue 28","MUE 10"
"fue 30","MUE 30"
"fue 31","MUE 35"
"fue 32","MUE 24"
"fue 37","MUE 8"
"fue 39","MUE 34"
"fue 45","MUE 11"
"fue 46","MUE 7"
"fue 47","MUE 2"
"fue 48","MUE 19"
"fue 49","MUE 12"
"fue 50","MUE 20"
"fue 51","MUE 15"
"fue 52","MUE 29"
"fue 54","MUE 18"
"fue 56","MUE 9"
"fue 58","MUE 13"
"fue 59","MUE 22"
"fue 60","MUE 3"
