"fue","MUE"
"fue 1","MUE 35"
"fue 2","MUE 7"
"fue 5","MUE 16"
"fue 7","MUE 24"
"fue 8","MUE 1"
"fue 13","MUE 14"
"fue 14","MUE 5"
"fue 15","MUE 13"
"fue 16","MUE 32"
"fue 17","MUE 31"
"fue 18","MUE 10"
"fue 22","MUE 36"
"fue 23","MUE 29"
"fue 24","MUE 15"
"fue 26","MUE 19"
"fue 27","MUE 21"
"fue 28","MUE 9"
"fue 29","MUE 22"
"fue 31","MUE 6"
"fue 32","MUE 4"
"fue 33","MUE 28"
"fue 34","MUE 2"
"fue 37","MUE 3"
"fue 38","MUE 26"
"fue 39","MUE 33"
"fue 41","MUE 34"
"fue 43","MUE 25"
"fue 44","MUE 30"
"fue 46","MUE 27"
"fue 49","MUE 11"
"fue 51","MUE 17"
"fue 52","MUE 8"
"fue 54","MUE 18"
"fue 57","MUE 23"
"fue 58","MUE 20"
"fue 60","MUE 12"
