"fue","MUE"
"fue 2","MUE 18"
"fue 3","MUE 5"
"fue 5","MUE 23"
"fue 7","MUE 32"
"fue 8","MUE 25"
"fue 10","MUE 12"
"fue 14","MUE 15"
"fue 15","MUE 20"
"fue 17","MUE 1"
"fue 18","MUE 9"
"fue 21","MUE 27"
"fue 23","MUE 19"
"fue 25","MUE 14"
"fue 26","MUE 22"
"fue 27","MUE 7"
"fue 28","MUE 30"
"fue 32","MUE 10"
"fue 37","MUE 16"
"fue 39","MUE 13"
"fue 42","MUE 3"
"fue 43","MUE 33"
"fue 45","MUE 26"
"fue 49","MUE 36"
"fue 51","MUE 31"
"fue 53","MUE 29"
"fue 56","MUE 4"
"fue 57","MUE 28"
"fue 62","MUE 34"
"fue 63","MUE 8"
"fue 64","MUE 17"
"fue 65","MUE 2"
"fue 66","MUE 35"
"fue 68","MUE 21"
"fue 69","MUE 6"
"fue 70","MUE 24"
"fue 72","MUE 11"
