"fue","MUE"
"fue 1","MUE 8"
"fue 3","MUE 29"
"fue 7","MUE 24"
"fue 8","MUE 20"
"fue 9","MUE 14"
"fue 10","MUE 32"
"fue 11","MUE 12"
"fue 14","MUE 13"
"fue 15","MUE 9"
"fue 19","MUE 11"
"fue 21","MUE 15"
"fue 22","MUE 1"
"fue 26","MUE 25"
"fue 31","MUE 2"
"fue 38","MUE 34"
"fue 40","MUE 6"
"fue 42","MUE 3"
"fue 45","MUE 4"
"fue 46","MUE 27"
"fue 47","MUE 33"
"fue 48","MUE 36"
"fue 54","MUE 26"
"fue 59","MUE 23"
"fue 62","MUE 16"
"fue 67","MUE 31"
"fue 69","MUE 35"
"fue 71","MUE 10"
"fue 79","MUE 17"
"fue 81","MUE 21"
"fue 82","MUE 30"
"fue 83","MUE 18"
"fue 84","MUE 28"
"fue 85","MUE 19"
"fue 86","MUE 5"
"fue 87","MUE 22"
"fue 88","MUE 7"
