"fue","MUE"
"fue 2","MUE 6"
"fue 3","MUE 8"
"fue 4","MUE 36"
"fue 6","MUE 19"
"fue 7","MUE 12"
"fue 9","MUE 29"
"fue 12","MUE 11"
"fue 17","MUE 28"
"fue 19","MUE 4"
"fue 20","MUE 2"
"fue 21","MUE 17"
"fue 22","MUE 20"
"fue 27","MUE 27"
"fue 28","MUE 13"
"fue 29","MUE 33"
"fue 30","MUE 31"
"fue 32","MUE 25"
"fue 33","MUE 5"
"fue 34","MUE 24"
"fue 39","MUE 9"
"fue 42","MUE 1"
"fue 44","MUE 3"
"fue 47","MUE 32"
"fue 49","MUE 23"
"fue 51","MUE 15"
"fue 52","MUE 22"
"fue 57","MUE 35"
"fue 58","MUE 7"
"fue 59","MUE 21"
"fue 66","MUE 18"
"fue 69","MUE 34"
"fue 70","MUE 26"
"fue 71","MUE 10"
"fue 73","MUE 30"
"fue 75","MUE 14"
"fue 77","MUE 16"
