"fue","MUE"
"fue 1","MUE 7"
"fue 2","MUE 33"
"fue 3","MUE 6"
"fue 5","MUE 27"
"fue 6","MUE 36"
"fue 7","MUE 28"
"fue 8","MUE 1"
"fue 9","MUE 3"
"fue 10","MUE 32"
"fue 12","MUE 35"
"fue 14","MUE 9"
"fue 15","MUE 4"
"fue 16","MUE 12"
"fue 17","MUE 34"
"fue 18","MUE 10"
"fue 19","MUE 25"
"fue 20","MUE 17"
"fue 23","MUE 26"
"fue 26","MUE 31"
"fue 28","MUE 20"
"fue 29","MUE 15"
"fue 31","MUE 30"
"fue 32","MUE 8"
"fue 35","MUE 14"
"fue 36","MUE 21"
"fue 37","MUE 5"
"fue 38","MUE 16"
"fue 39","MUE 19"
"fue 41","MUE 11"
"fue 42","MUE 24"
"fue 43","MUE 22"
"fue 47","MUE 2"
"fue 51","MUE 29"
"fue 53","MUE 13"
"fue 59","MUE 18"
"fue 60","MUE 23"
