"fue","MUE"
"fue 2","MUE 32"
"fue 3","MUE 33"
"fue 8","MUE 21"
"fue 10","MUE 3"
"fue 12","MUE 30"
"fue 16","MUE 27"
"fue 18","MUE 15"
"fue 20","MUE 16"
"fue 21","MUE 36"
"fue 23","MUE 1"
"fue 24","MUE 35"
"fue 25","MUE 18"
"fue 27","MUE 26"
"fue 29","MUE 25"
"fue 30","MUE 22"
"fue 31","MUE 14"
"fue 36","MUE 19"
"fue 39","MUE 11"
"fue 40","MUE 34"
"fue 42","MUE 8"
"fue 44","MUE 2"
"fue 46","MUE 12"
"fue 47","MUE 24"
"fue 56","MUE 4"
"fue 57","MUE 5"
"fue 60","MUE 6"
"fue 62","MUE 23"
"fue 63","MUE 31"
"fue 68","MUE 28"
"fue 73","MUE 29"
"fue 74","MUE 9"
"fue 75","MUE 13"
"fue 77","MUE 10"
"fue 80","MUE 17"
"fue 81","MUE 20"
"fue 83","MUE 7"
