"fue","MUE"
"fue 1","MUE 7"
"fue 5","MUE 2"
"fue 6","MUE 27"
"fue 7","MUE 22"
"fue 8","MUE 26"
"fue 9","MUE 3"
"fue 11","MUE 13"
"fue 13","MUE 19"
"fue 15","MUE 8"
"fue 19","MUE 23"
"fue 21","MUE 16"
"fue 25","MUE 12"
"fue 28","MUE 14"
"fue 30","MUE 6"
"fue 31","MUE 30"
"fue 33","MUE 29"
"fue 34","MUE 11"
"fue 35","MUE 15"
"fue 36","MUE 21"
"fue 38","MUE 35"
"fue 41","MUE 18"
"fue 44","MUE 24"
"fue 45","MUE 20"
"fue 46","MUE 9"
"fue 47","MUE 17"
"fue 48","MUE 28"
"fue 52","MUE 1"
"fue 53","MUE 34"
"fue 56","MUE 33"
"fue 59","MUE 5"
"fue 60","MUE 4"
"fue 61","MUE 32"
"fue 63","MUE 31"
"fue 64","MUE 10"
"fue 65","MUE 25"
"fue 66","MUE 36"
