"fue","MUE"
"fue 4","MUE 7"
"fue 5","MUE 19"
"fue 7","MUE 26"
"fue 8","MUE 13"
"fue 9","MUE 6"
"fue 11","MUE 17"
"fue 13","MUE 15"
"fue 14","MUE 36"
"fue 16","MUE 10"
"fue 24","MUE 4"
"fue 26","MUE 34"
"fue 28","MUE 8"
"fue 29","MUE 2"
"fue 30","MUE 35"
"fue 34","MUE 14"
"fue 39","MUE 21"
"fue 40","MUE 18"
"fue 42","MUE 16"
"fue 43","MUE 20"
"fue 44","MUE 24"
"fue 45","MUE 28"
"fue 46","MUE 5"
"fue 48","MUE 29"
"fue 51","MUE 11"
"fue 52","MUE 32"
"fue 54","MUE 33"
"fue 55","MUE 31"
"fue 56","MUE 22"
"fue 57","MUE 25"
"fue 61","MUE 1"
"fue 66","MUE 30"
"fue 68","MUE 9"
"fue 69","MUE 27"
"fue 70","MUE 3"
"fue 71","MUE 23"
"fue 72","MUE 12"
