"fue","MUE"
"fue 1","MUE 11"
"fue 6","MUE 3"
"fue 7","MUE 9"
"fue 9","MUE 21"
"fue 10","MUE 10"
"fue 11","MUE 25"
"fue 12","MUE 20"
"fue 16","MUE 7"
"fue 17","MUE 23"
"fue 18","MUE 28"
"fue 19","MUE 19"
"fue 20","MUE 34"
"fue 21","MUE 31"
"fue 22","MUE 14"
"fue 23","MUE 8"
"fue 24","MUE 17"
"fue 25","MUE 12"
"fue 26","MUE 24"
"fue 27","MUE 32"
"fue 29","MUE 4"
"fue 30","MUE 27"
"fue 31","MUE 1"
"fue 33","MUE 13"
"fue 34","MUE 36"
"fue 35","MUE 26"
"fue 36","MUE 15"
"fue 38","MUE 30"
"fue 39","MUE 35"
"fue 40","MUE 2"
"fue 41","MUE 6"
"fue 43","MUE 22"
"fue 44","MUE 33"
"fue 45","MUE 29"
"fue 46","MUE 16"
"fue 47","MUE 5"
"fue 48","MUE 18"
