"fue","MUE"
"fue 2","MUE 35"
"fue 3","MUE 20"
"fue 4","MUE 15"
"fue 6","MUE 4"
"fue 10","MUE 29"
"fue 13","MUE 36"
"fue 14","MUE 8"
"fue 15","MUE 31"
"fue 16","MUE 34"
"fue 18","MUE 33"
"fue 19","MUE 32"
"fue 23","MUE 16"
"fue 26","MUE 23"
"fue 28","MUE 17"
"fue 29","MUE 18"
"fue 30","MUE 10"
"fue 33","MUE 11"
"fue 35","MUE 12"
"fue 38","MUE 1"
"fue 39","MUE 21"
"fue 45","MUE 25"
"fue 49","MUE 6"
"fue 51","MUE 22"
"fue 53","MUE 28"
"fue 56","MUE 19"
"fue 58","MUE 30"
"fue 61","MUE 26"
"fue 66","MUE 13"
"fue 67","MUE 3"
"fue 69","MUE 27"
"fue 77","MUE 9"
"fue 82","MUE 24"
"fue 85","MUE 5"
"fue 86","MUE 2"
"fue 87","MUE 7"
"fue 89","MUE 14"
