"fue","MUE"
"fue 5","MUE 32"
"fue 6","MUE 14"
"fue 7","MUE 2"
"fue 8","MUE 21"
"fue 10","MUE 10"
"fue 11","MUE 5"
"fue 14","MUE 24"
"fue 16","MUE 16"
"fue 17","MUE 31"
"fue 19","MUE 27"
"fue 20","MUE 8"
"fue 21","MUE 7"
"fue 23","MUE 18"
"fue 24","MUE 19"
"fue 25","MUE 1"
"fue 26","MUE 20"
"fue 28","MUE 22"
"fue 30","MUE 12"
"fue 34","MUE 9"
"fue 35","MUE 6"
"fue 40","MUE 33"
"fue 41","MUE 29"
"fue 43","MUE 17"
"fue 45","MUE 15"
"fue 46","MUE 36"
"fue 47","MUE 35"
"fue 48","MUE 3"
"fue 50","MUE 28"
"fue 51","MUE 23"
"fue 52","MUE 4"
"fue 53","MUE 26"
"fue 54","MUE 30"
"fue 56","MUE 34"
"fue 57","MUE 11"
"fue 63","MUE 13"
"fue 65","MUE 25"
