"fue","MUE"
"fue 2","MUE 13"
"fue 5","MUE 4"
"fue 6","MUE 32"
"fue 7","MUE 24"
"fue 8","MUE 12"
"fue 9","MUE 27"
"fue 10","MUE 22"
"fue 13","MUE 36"
"fue 16","MUE 17"
"fue 19","MUE 23"
"fue 20","MUE 19"
"fue 25","MUE 26"
"fue 28","MUE 18"
"fue 30","MUE 33"
"fue 31","MUE 15"
"fue 36","MUE 34"
"fue 41","MUE 20"
"fue 42","MUE 30"
"fue 47","MUE 8"
"fue 48","MUE 3"
"fue 50","MUE 21"
"fue 51","MUE 28"
"fue 52","MUE 5"
"fue 54","MUE 7"
"fue 58","MUE 10"
"fue 59","MUE 35"
"fue 62","MUE 11"
"fue 64","MUE 29"
"fue 65","MUE 14"
"fue 66","MUE 16"
"fue 67","MUE 31"
"fue 68","MUE 6"
"fue 69","MUE 9"
"fue 71","MUE 2"
"fue 76","MUE 1"
"fue 78","MUE 25"
