"fue","MUE"
"fue 1","MUE 6"
"fue 2","MUE 29"
"fue 3","MUE 25"
"fue 4","MUE 15"
"fue 5","MUE 35"
"fue 8","MUE 24"
"fue 9","MUE 32"
"fue 11","MUE 12"
"fue 14","MUE 33"
"fue 16","MUE 22"
"fue 18","MUE 34"
"fue 23","MUE 28"
"fue 26","MUE 8"
"fue 28","MUE 21"
"fue 30","MUE 16"
"fue 31","MUE 26"
"fue 33","MUE 11"
"fue 35","MUE 19"
"fue 36","MUE 10"
"fue 37","MUE 23"
"fue 38","MUE 36"
"fue 39","MUE 27"
"fue 43","MUE 3"
"fue 44","MUE 30"
"fue 45","MUE 31"
"fue 46","MUE 13"
"fue 48","MUE 7"
"fue 50","MUE 14"
"fue 51","MUE 17"
"fue 52","MUE 5"
"fue 54","MUE 2"
"fue 58","MUE 9"
"fue 62","MUE 20"
"fue 63","MUE 1"
"fue 64","MUE 4"
"fue 67","MUE 18"
