"fue","MUE"
"fue 1","MUE 30"
"fue 3","MUE 23"
"fue 7","MUE 36"
"fue 10","MUE 20"
"fue 12","MUE 12"
"fue 13","MUE 29"
"fue 16","MUE 8"
"fue 21","MUE 6"
"fue 22","MUE 11"
"fue 23","MUE 17"
"fue 24","MUE 35"
"fue 29","MUE 2"
"fue 30","MUE 24"
"fue 33","MUE 18"
"fue 34","MUE 32"
"fue 36","MUE 26"
"fue 39","MUE 5"
"fue 40","MUE 34"
"fue 42","MUE 33"
"fue 44","MUE 28"
"fue 54","MUE 10"
"fue 56","MUE 14"
"fue 57","MUE 19"
"fue 61","MUE 16"
"fue 63","MUE 4"
"fue 66","MUE 13"
"fue 68","MUE 7"
"fue 70","MUE 15"
"fue 73","MUE 31"
"fue 74","MUE 1"
"fue 81","MUE 9"
"fue 84","MUE 3"
"fue 85","MUE 21"
"fue 86","MUE 25"
"fue 89","MUE 22"
"fue 90","MUE 27"
