"fue","MUE"
"fue 3","MUE 12"
"fue 4","MUE 19"
"fue 7","MUE 25"
"fue 8","MUE 18"
"fue 9","MUE 21"
"fue 10","MUE 31"
"fue 12","MUE 5"
"fue 14","MUE 30"
"fue 22","MUE 35"
"fue 23","MUE 9"
"fue 26","MUE 7"
"fue 27","MUE 14"
"fue 28","MUE 28"
"fue 30","MUE 4"
"fue 31","MUE 26"
"fue 37","MUE 13"
"fue 40","MUE 16"
"fue 41","MUE 17"
"fue 42","MUE 22"
"fue 43","MUE 32"
"fue 45","MUE 36"
"fue 46","MUE 3"
"fue 51","MUE 27"
"fue 52","MUE 20"
"fue 54","MUE 29"
"fue 56","MUE 34"
"fue 61","MUE 11"
"fue 64","MUE 1"
"fue 65","MUE 33"
"fue 67","MUE 6"
"fue 71","MUE 8"
"fue 73","MUE 10"
"fue 74","MUE 2"
"fue 76","MUE 15"
"fue 79","MUE 23"
"fue 82","MUE 24"
