"fue","MUE"
"fue 3","MUE 28"
"fue 4","MUE 35"
"fue 5","MUE 27"
"fue 6","MUE 4"
"fue 7","MUE 30"
"fue 10","MUE 10"
"fue 11","MUE 13"
"fue 12","MUE 15"
"fue 14","MUE 31"
"fue 18","MUE 8"
"fue 21","MUE 25"
"fue 22","MUE 3"
"fue 23","MUE 24"
"fue 24","MUE 22"
"fue 26","MUE 20"
"fue 27","MUE 12"
"fue 29","MUE 17"
"fue 31","MUE 18"
"fue 33","MUE 5"
"fue 34","MUE 16"
"fue 36","MUE 2"
"fue 37","MUE 6"
"fue 38","MUE 9"
"fue 44","MUE 29"
"fue 46","MUE 33"
"fue 47","MUE 19"
"fue 50","MUE 7"
"fue 52","MUE 21"
"fue 53","MUE 26"
"fue 59","MUE 14"
"fue 60","MUE 1"
"fue 61","MUE 32"
"fue 63","MUE 11"
"fue 64","MUE 34"
"fue 65","MUE 36"
"fue 66","MUE 23"
