"fue","MUE"
"fue 3","MUE 31"
"fue 4","MUE 14"
"fue 7","MUE 13"
"fue 8","MUE 26"
"fue 11","MUE 1"
"fue 13","MUE 17"
"fue 14","MUE 2"
"fue 16","MUE 33"
"fue 17","MUE 18"
"fue 20","MUE 9"
"fue 21","MUE 29"
"fue 22","MUE 12"
"fue 29","MUE 20"
"fue 30","MUE 35"
"fue 32","MUE 3"
"fue 34","MUE 6"
"fue 36","MUE 5"
"fue 37","MUE 21"
"fue 38","MUE 36"
"fue 39","MUE 28"
"fue 41","MUE 4"
"fue 42","MUE 15"
"fue 44","MUE 16"
"fue 45","MUE 25"
"fue 46","MUE 19"
"fue 51","MUE 32"
"fue 53","MUE 34"
"fue 54","MUE 24"
"fue 55","MUE 23"
"fue 56","MUE 11"
"fue 57","MUE 30"
"fue 58","MUE 8"
"fue 60","MUE 7"
"fue 61","MUE 10"
"fue 64","MUE 22"
"fue 65","MUE 27"
