"fue","MUE"
"fue 1","MUE 23"
"fue 2","MUE 9"
"fue 3","MUE 14"
"fue 4","MUE 28"
"fue 5","MUE 24"
"fue 10","MUE 21"
"fue 11","MUE 31"
"fue 14","MUE 22"
"fue 15","MUE 30"
"fue 16","MUE 8"
"fue 17","MUE 32"
"fue 18","MUE 34"
"fue 19","MUE 17"
"fue 21","MUE 1"
"fue 22","MUE 4"
"fue 24","MUE 2"
"fue 25","MUE 19"
"fue 30","MUE 13"
"fue 32","MUE 20"
"fue 33","MUE 27"
"fue 37","MUE 25"
"fue 38","MUE 15"
"fue 41","MUE 11"
"fue 42","MUE 12"
"fue 43","MUE 5"
"fue 45","MUE 7"
"fue 46","MUE 3"
"fue 50","MUE 29"
"fue 51","MUE 35"
"fue 54","MUE 6"
"fue 55","MUE 10"
"fue 57","MUE 36"
"fue 59","MUE 33"
"fue 60","MUE 18"
"fue 61","MUE 16"
"fue 62","MUE 26"
