"fue","MUE"
"fue 1","MUE 2"
"fue 2","MUE 11"
"fue 7","MUE 13"
"fue 10","MUE 3"
"fue 16","MUE 33"
"fue 17","MUE 18"
"fue 20","MUE 25"
"fue 22","MUE 19"
"fue 23","MUE 12"
"fue 24","MUE 20"
"fue 26","MUE 9"
"fue 30","MUE 4"
"fue 35","MUE 34"
"fue 37","MUE 27"
"fue 41","MUE 36"
"fue 42","MUE 22"
"fue 44","MUE 21"
"fue 46","MUE 10"
"fue 51","MUE 8"
"fue 55","MUE 5"
"fue 59","MUE 35"
"fue 60","MUE 24"
"fue 65","MUE 15"
"fue 67","MUE 29"
"fue 68","MUE 14"
"fue 69","MUE 30"
"fue 71","MUE 28"
"fue 72","MUE 23"
"fue 73","MUE 26"
"fue 76","MUE 31"
"fue 77","MUE 17"
"fue 78","MUE 7"
"fue 82","MUE 32"
"fue 86","MUE 16"
"fue 87","MUE 1"
"fue 90","MUE 6"
