"fue","MUE"
"fue 2","MUE 24"
"fue 3","MUE 36"
"fue 4","MUE 2"
"fue 6","MUE 12"
"fue 10","MUE 19"
"fue 11","MUE 3"
"fue 12","MUE 13"
"fue 13","MUE 20"
"fue 15","MUE 9"
"fue 16","MUE 35"
"fue 17","MUE 18"
"fue 21","MUE 15"
"fue 24","MUE 29"
"fue 26","MUE 27"
"fue 28","MUE 6"
"fue 30","MUE 21"
"fue 36","MUE 5"
"fue 37","MUE 14"
"fue 39","MUE 25"
"fue 43","MUE 11"
"fue 46","MUE 30"
"fue 51","MUE 28"
"fue 53","MUE 1"
"fue 55","MUE 17"
"fue 56","MUE 10"
"fue 58","MUE 33"
"fue 61","MUE 8"
"fue 68","MUE 34"
"fue 69","MUE 4"
"fue 72","MUE 16"
"fue 73","MUE 31"
"fue 75","MUE 23"
"fue 77","MUE 22"
"fue 79","MUE 7"
"fue 80","MUE 26"
"fue 84","MUE 32"
