"fue","MUE"
"fue 1","MUE 11"
"fue 4","MUE 16"
"fue 6","MUE 34"
"fue 9","MUE 7"
"fue 11","MUE 18"
"fue 13","MUE 3"
"fue 14","MUE 14"
"fue 16","MUE 17"
"fue 18","MUE 24"
"fue 20","MUE 4"
"fue 21","MUE 28"
"fue 22","MUE 23"
"fue 25","MUE 6"
"fue 26","MUE 36"
"fue 29","MUE 12"
"fue 30","MUE 33"
"fue 31","MUE 2"
"fue 32","MUE 35"
"fue 34","MUE 29"
"fue 36","MUE 30"
"fue 38","MUE 32"
"fue 39","MUE 1"
"fue 40","MUE 22"
"fue 41","MUE 21"
"fue 42","MUE 31"
"fue 43","MUE 5"
"fue 45","MUE 19"
"fue 47","MUE 9"
"fue 48","MUE 15"
"fue 51","MUE 20"
"fue 52","MUE 8"
"fue 55","MUE 27"
"fue 59","MUE 26"
"fue 60","MUE 10"
"fue 64","MUE 25"
"fue 66","MUE 13"
