"fue","MUE"
"fue 1","MUE 18"
"fue 3","MUE 14"
"fue 6","MUE 10"
"fue 8","MUE 19"
"fue 14","MUE 4"
"fue 15","MUE 2"
"fue 18","MUE 30"
"fue 19","MUE 29"
"fue 20","MUE 22"
"fue 22","MUE 1"
"fue 23","MUE 6"
"fue 28","MUE 21"
"fue 29","MUE 33"
"fue 30","MUE 8"
"fue 31","MUE 25"
"fue 32","MUE 31"
"fue 35","MUE 17"
"fue 37","MUE 26"
"fue 39","MUE 15"
"fue 40","MUE 34"
"fue 41","MUE 36"
"fue 45","MUE 23"
"fue 46","MUE 13"
"fue 51","MUE 24"
"fue 55","MUE 9"
"fue 58","MUE 5"
"fue 63","MUE 32"
"fue 66","MUE 35"
"fue 67","MUE 7"
"fue 68","MUE 27"
"fue 69","MUE 28"
"fue 70","MUE 3"
"fue 76","MUE 11"
"fue 78","MUE 16"
"fue 79","MUE 12"
"fue 80","MUE 20"
