"fue","MUE"
"fue 2","MUE 28"
"fue 5","MUE 30"
"fue 7","MUE 2"
"fue 8","MUE 6"
"fue 9","MUE 31"
"fue 11","MUE 12"
"fue 12","MUE 29"
"fue 13","MUE 22"
"fue 15","MUE 26"
"fue 17","MUE 9"
"fue 18","MUE 15"
"fue 21","MUE 18"
"fue 22","MUE 35"
"fue 23","MUE 13"
"fue 24","MUE 14"
"fue 26","MUE 10"
"fue 27","MUE 1"
"fue 28","MUE 21"
"fue 30","MUE 33"
"fue 32","MUE 8"
"fue 33","MUE 25"
"fue 34","MUE 20"
"fue 35","MUE 7"
"fue 36","MUE 34"
"fue 38","MUE 27"
"fue 39","MUE 5"
"fue 40","MUE 4"
"fue 41","MUE 23"
"fue 42","MUE 16"
"fue 43","MUE 32"
"fue 45","MUE 19"
"fue 46","MUE 24"
"fue 48","MUE 36"
"fue 49","MUE 11"
"fue 51","MUE 3"
"fue 54","MUE 17"
