"fue","MUE"
"fue 2","MUE 5"
"fue 5","MUE 19"
"fue 6","MUE 28"
"fue 7","MUE 3"
"fue 8","MUE 6"
"fue 9","MUE 15"
"fue 10","MUE 9"
"fue 11","MUE 4"
"fue 12","MUE 14"
"fue 13","MUE 10"
"fue 17","MUE 18"
"fue 18","MUE 2"
"fue 19","MUE 31"
"fue 21","MUE 24"
"fue 26","MUE 27"
"fue 28","MUE 12"
"fue 29","MUE 16"
"fue 32","MUE 25"
"fue 34","MUE 21"
"fue 35","MUE 30"
"fue 38","MUE 26"
"fue 41","MUE 33"
"fue 42","MUE 35"
"fue 43","MUE 8"
"fue 44","MUE 34"
"fue 45","MUE 29"
"fue 46","MUE 7"
"fue 47","MUE 36"
"fue 50","MUE 20"
"fue 51","MUE 22"
"fue 52","MUE 11"
"fue 53","MUE 13"
"fue 55","MUE 23"
"fue 56","MUE 32"
"fue 58","MUE 1"
"fue 59","MUE 17"
