"fue","MUE"
"fue 1","MUE 25"
"fue 6","MUE 23"
"fue 9","MUE 14"
"fue 10","MUE 29"
"fue 15","MUE 9"
"fue 17","MUE 33"
"fue 21","MUE 31"
"fue 22","MUE 13"
"fue 24","MUE 24"
"fue 26","MUE 11"
"fue 28","MUE 20"
"fue 29","MUE 35"
"fue 30","MUE 36"
"fue 31","MUE 27"
"fue 32","MUE 1"
"fue 34","MUE 26"
"fue 35","MUE 30"
"fue 38","MUE 28"
"fue 39","MUE 6"
"fue 40","MUE 4"
"fue 43","MUE 12"
"fue 46","MUE 32"
"fue 49","MUE 34"
"fue 54","MUE 3"
"fue 56","MUE 16"
"fue 58","MUE 10"
"fue 59","MUE 19"
"fue 62","MUE 17"
"fue 64","MUE 7"
"fue 66","MUE 15"
"fue 68","MUE 18"
"fue 76","MUE 5"
"fue 79","MUE 21"
"fue 81","MUE 8"
"fue 82","MUE 22"
"fue 83","MUE 2"
