"fue","MUE"
"fue 1","MUE 23"
"fue 2","MUE 6"
"fue 4","MUE 5"
"fue 5","MUE 10"
"fue 6","MUE 21"
"fue 7","MUE 13"
"fue 10","MUE 7"
"fue 11","MUE 16"
"fue 12","MUE 33"
"fue 19","MUE 17"
"fue 21","MUE 22"
"fue 22","MUE 26"
"fue 24","MUE 15"
"fue 31","MUE 20"
"fue 32","MUE 12"
"fue 33","MUE 14"
"fue 35","MUE 3"
"fue 36","MUE 27"
"fue 38","MUE 1"
"fue 45","MUE 30"
"fue 47","MUE 18"
"fue 48","MUE 36"
"fue 49","MUE 9"
"fue 51","MUE 34"
"fue 54","MUE 28"
"fue 55","MUE 29"
"fue 61","MUE 35"
"fue 63","MUE 2"
"fue 65","MUE 32"
"fue 67","MUE 24"
"fue 70","MUE 8"
"fue 72","MUE 11"
"fue 74","MUE 19"
"fue 78","MUE 25"
"fue 81","MUE 4"
"fue 83","MUE 31"
