"CSV_File","Optimal_Gain"
"Te_3648_1.csv",19.613989422878557
"Te_3654_1.csv",17.686153257491437
"Te_3660_1.csv",15.79901286372704
"Te_3666_1.csv",15.45388203607191
"Te_3672_1.csv",21.881460968825273
"Te_3678_1.csv",20.616514428639118
"Te_3684_1.csv",22.16295196106633
"Te_3690_1.csv",21.463900993002888
"Te_3648_2.csv",18.795915418223693
"Te_3654_2.csv",22.270340989926645
"Te_3660_2.csv",24.119850845732167
"Te_3666_2.csv",24.074173661698566
"Te_3672_2.csv",16.660130041913025
"Te_3678_2.csv",21.52575637396546
"Te_3684_2.csv",13.857346287664155
"Te_3690_2.csv",22.634724985050216
"Te_3648_3.csv",22.938881408901942
"Te_3654_3.csv",17.135434555244235
"Te_3660_3.csv",22.068251582675895
"Te_3666_3.csv",22.971260492915167
"Te_3672_3.csv",26.391772732120977
"Te_3678_3.csv",17.0065829739811
"Te_3684_3.csv",21.3229824393678
"Te_3690_3.csv",21.36476900398074
"Te_3648_4.csv",20.482654441299196
"Te_3654_4.csv",19.810302279803565
"Te_3660_4.csv",17.703974851350203
"Te_3666_4.csv",20.8062269851761
"Te_3672_4.csv",23.34942530360985
"Te_3678_4.csv",18.287305623318655
"Te_3684_4.csv",20.51229973638506
"Te_3690_4.csv",23.251182840687044
"Te_3648_5.csv",18.43742059355301
"Te_3654_5.csv",15.43484007250072
"Te_3660_5.csv",21.33460399224295
"Te_3666_5.csv",17.408836020138505
"Te_3672_5.csv",19.914192015148178
"Te_3678_5.csv",22.9274371307582
"Te_3684_5.csv",20.53428123444357
"Te_3690_5.csv",20.802721138601086
"Te_3648_6.csv",11.816136977757095
"Te_3654_6.csv",22.41829265750483
"Te_3660_6.csv",16.075010861953963
"Te_3666_6.csv",23.625572801372027
"Te_3672_6.csv",19.97003492681904
"Te_3678_6.csv",23.61142664726355
"Te_3684_6.csv",22.679616746555535
"Te_3690_6.csv",21.375890217149397
"Te_3648_7.csv",19.228751476959438
"Te_3654_7.csv",20.297919700507915
"Te_3660_7.csv",23.696496905750998
"Te_3666_7.csv",22.903006392855087
"Te_3672_7.csv",18.7166953538782
"Te_3678_7.csv",23.114197882272567
"Te_3684_7.csv",20.283204454203673
"Te_3690_7.csv",21.272398926153777
"Te_3648_8.csv",19.67567847959024
"Te_3654_8.csv",19.45506896045104
"Te_3660_8.csv",14.894953877881393
"Te_3666_8.csv",26.878115354413623
"Te_3672_8.csv",18.725353550800286
